DATA_SOURCE,ENCOUNTER_GROUP,ENCOUNTER_TYPE,YEAR_MONTH,CLAIM_COUNT
cms_synthetic,office based,office visit pt/ot/st,201506,7
cms_synthetic,office based,office visit pt/ot/st,201507,8
cms_synthetic,office based,office visit pt/ot/st,201508,8
cms_synthetic,office based,office visit pt/ot/st,201509,14
cms_synthetic,office based,office visit pt/ot/st,201510,7
cms_synthetic,office based,office visit pt/ot/st,201511,4
cms_synthetic,office based,office visit pt/ot/st,201512,12
cms_synthetic,office based,office visit pt/ot/st,201601,10
cms_synthetic,office based,office visit pt/ot/st,201602,5
cms_synthetic,office based,office visit pt/ot/st,201603,16
cms_synthetic,office based,office visit pt/ot/st,201604,8
cms_synthetic,office based,office visit pt/ot/st,201605,14
cms_synthetic,office based,office visit pt/ot/st,201606,9
cms_synthetic,office based,office visit pt/ot/st,201607,10
cms_synthetic,office based,office visit pt/ot/st,201608,12
cms_synthetic,office based,office visit pt/ot/st,201609,19
cms_synthetic,office based,office visit pt/ot/st,201610,9
cms_synthetic,office based,office visit pt/ot/st,201611,9
cms_synthetic,office based,office visit pt/ot/st,201612,12
cms_synthetic,office based,office visit pt/ot/st,201701,11
cms_synthetic,office based,office visit pt/ot/st,201702,7
cms_synthetic,office based,office visit pt/ot/st,201703,9
cms_synthetic,office based,office visit pt/ot/st,201704,18
cms_synthetic,office based,office visit pt/ot/st,201705,18
cms_synthetic,office based,office visit pt/ot/st,201706,8
cms_synthetic,office based,office visit pt/ot/st,201707,14
cms_synthetic,office based,office visit pt/ot/st,201708,8
cms_synthetic,office based,office visit pt/ot/st,201709,20
cms_synthetic,office based,office visit pt/ot/st,201710,13
cms_synthetic,office based,office visit pt/ot/st,201711,10
cms_synthetic,office based,office visit pt/ot/st,201712,10
cms_synthetic,office based,office visit pt/ot/st,201801,13
cms_synthetic,office based,office visit pt/ot/st,201802,9
cms_synthetic,office based,office visit pt/ot/st,201803,11
cms_synthetic,office based,office visit pt/ot/st,201804,16
cms_synthetic,office based,office visit pt/ot/st,201805,15
cms_synthetic,office based,office visit pt/ot/st,201806,11
cms_synthetic,office based,office visit pt/ot/st,201807,16
cms_synthetic,office based,office visit pt/ot/st,201808,6
cms_synthetic,office based,office visit pt/ot/st,201809,11
cms_synthetic,office based,office visit pt/ot/st,201810,11
cms_synthetic,office based,office visit pt/ot/st,201811,6
cms_synthetic,office based,office visit pt/ot/st,201812,13
cms_synthetic,office based,office visit pt/ot/st,201901,13
cms_synthetic,office based,office visit pt/ot/st,201902,11
cms_synthetic,office based,office visit pt/ot/st,201903,8
cms_synthetic,office based,office visit pt/ot/st,201904,19
cms_synthetic,office based,office visit pt/ot/st,201905,12
cms_synthetic,office based,office visit pt/ot/st,201906,15
cms_synthetic,office based,office visit pt/ot/st,201907,5
cms_synthetic,office based,office visit pt/ot/st,201908,13
cms_synthetic,office based,office visit pt/ot/st,201909,11
cms_synthetic,office based,office visit pt/ot/st,201910,14
cms_synthetic,office based,office visit pt/ot/st,201911,12
cms_synthetic,office based,office visit pt/ot/st,201912,16
cms_synthetic,office based,office visit pt/ot/st,202001,13
cms_synthetic,office based,office visit pt/ot/st,202002,11
cms_synthetic,office based,office visit pt/ot/st,202003,11
cms_synthetic,office based,office visit pt/ot/st,202004,14
cms_synthetic,office based,office visit pt/ot/st,202005,24
cms_synthetic,office based,office visit pt/ot/st,202006,11
cms_synthetic,office based,office visit pt/ot/st,202007,9
cms_synthetic,office based,office visit pt/ot/st,202008,15
cms_synthetic,office based,office visit pt/ot/st,202009,19
cms_synthetic,office based,office visit pt/ot/st,202010,21
cms_synthetic,office based,office visit pt/ot/st,202011,11
cms_synthetic,office based,office visit pt/ot/st,202012,19
cms_synthetic,office based,office visit pt/ot/st,202101,13
cms_synthetic,office based,office visit pt/ot/st,202102,14
cms_synthetic,office based,office visit pt/ot/st,202103,8
cms_synthetic,office based,office visit pt/ot/st,202104,21
cms_synthetic,office based,office visit pt/ot/st,202105,23
cms_synthetic,office based,office visit pt/ot/st,202106,13
cms_synthetic,office based,office visit pt/ot/st,202107,17
cms_synthetic,office based,office visit pt/ot/st,202108,12
cms_synthetic,office based,office visit pt/ot/st,202109,13
cms_synthetic,office based,office visit pt/ot/st,202110,20
cms_synthetic,office based,office visit pt/ot/st,202111,23
cms_synthetic,office based,office visit pt/ot/st,202112,11
cms_synthetic,office based,office visit pt/ot/st,202201,17
cms_synthetic,office based,office visit pt/ot/st,202202,14
cms_synthetic,office based,office visit pt/ot/st,202203,16
cms_synthetic,office based,office visit pt/ot/st,202204,16
cms_synthetic,office based,office visit pt/ot/st,202205,21
cms_synthetic,office based,office visit pt/ot/st,202206,15
cms_synthetic,office based,office visit pt/ot/st,202207,14
cms_synthetic,office based,office visit pt/ot/st,202208,21
cms_synthetic,office based,office visit pt/ot/st,202209,22
cms_synthetic,office based,office visit pt/ot/st,202210,22
cms_synthetic,office based,office visit pt/ot/st,202211,26
cms_synthetic,office based,office visit pt/ot/st,202212,16
cms_synthetic,office based,office visit pt/ot/st,202301,26
cms_synthetic,office based,office visit pt/ot/st,202302,5
cms_synthetic,office based,office visit radiology,201503,2
cms_synthetic,office based,office visit radiology,201505,1
cms_synthetic,office based,office visit radiology,201506,2
cms_synthetic,office based,office visit radiology,201507,2
cms_synthetic,office based,office visit radiology,201508,1
cms_synthetic,office based,office visit radiology,201509,1
cms_synthetic,office based,office visit radiology,201510,2
cms_synthetic,office based,office visit radiology,201511,5
cms_synthetic,office based,office visit radiology,201512,4
cms_synthetic,office based,office visit radiology,201602,1
cms_synthetic,office based,office visit radiology,201605,5
cms_synthetic,office based,office visit radiology,201607,1
cms_synthetic,office based,office visit radiology,201608,3
cms_synthetic,office based,office visit radiology,201609,2
cms_synthetic,office based,office visit radiology,201610,1
cms_synthetic,office based,office visit radiology,201611,1
cms_synthetic,office based,office visit radiology,201612,2
cms_synthetic,office based,office visit radiology,201701,3
cms_synthetic,office based,office visit radiology,201703,3
cms_synthetic,office based,office visit radiology,201705,3
cms_synthetic,office based,office visit radiology,201706,3
cms_synthetic,office based,office visit radiology,201707,2
cms_synthetic,office based,office visit radiology,201708,2
cms_synthetic,office based,office visit radiology,201709,3
cms_synthetic,office based,office visit radiology,201712,2
cms_synthetic,office based,office visit radiology,201801,2
cms_synthetic,office based,office visit radiology,201802,2
cms_synthetic,office based,office visit radiology,201804,3
cms_synthetic,office based,office visit radiology,201805,3
cms_synthetic,office based,office visit radiology,201806,2
cms_synthetic,office based,office visit radiology,201807,2
cms_synthetic,office based,office visit radiology,201809,1
cms_synthetic,office based,office visit radiology,201810,2
cms_synthetic,office based,office visit radiology,201811,3
cms_synthetic,office based,office visit radiology,201812,2
cms_synthetic,office based,office visit radiology,201901,4
cms_synthetic,office based,office visit radiology,201902,2
cms_synthetic,office based,office visit radiology,201903,7
cms_synthetic,office based,office visit radiology,201904,3
cms_synthetic,office based,office visit radiology,201905,1
cms_synthetic,office based,office visit radiology,201906,2
cms_synthetic,office based,office visit radiology,201907,3
cms_synthetic,office based,office visit radiology,201908,3
cms_synthetic,office based,office visit radiology,201909,3
cms_synthetic,office based,office visit radiology,201910,4
cms_synthetic,office based,office visit radiology,201912,3
cms_synthetic,office based,office visit radiology,202002,1
cms_synthetic,office based,office visit radiology,202003,6
cms_synthetic,office based,office visit radiology,202004,3
cms_synthetic,office based,office visit radiology,202005,3
cms_synthetic,office based,office visit radiology,202006,4
cms_synthetic,office based,office visit radiology,202007,3
cms_synthetic,office based,office visit radiology,202008,3
cms_synthetic,office based,office visit radiology,202009,2
cms_synthetic,office based,office visit radiology,202010,3
cms_synthetic,office based,office visit radiology,202011,3
cms_synthetic,office based,office visit radiology,202012,1
cms_synthetic,office based,office visit radiology,202101,3
cms_synthetic,office based,office visit radiology,202102,1
cms_synthetic,office based,office visit radiology,202103,6
cms_synthetic,office based,office visit radiology,202105,3
cms_synthetic,office based,office visit radiology,202106,2
cms_synthetic,office based,office visit radiology,202107,1
cms_synthetic,office based,office visit radiology,202108,4
cms_synthetic,office based,office visit radiology,202109,3
cms_synthetic,office based,office visit radiology,202110,2
cms_synthetic,office based,office visit radiology,202111,2
cms_synthetic,office based,office visit radiology,202112,2
cms_synthetic,office based,office visit radiology,202201,2
cms_synthetic,office based,office visit radiology,202202,3
cms_synthetic,office based,office visit radiology,202204,4
cms_synthetic,office based,office visit radiology,202205,4
cms_synthetic,office based,office visit radiology,202208,1
cms_synthetic,office based,office visit radiology,202209,2
cms_synthetic,office based,office visit radiology,202210,1
cms_synthetic,office based,office visit radiology,202211,3
cms_synthetic,office based,office visit radiology,202212,4
cms_synthetic,office based,office visit radiology,202301,6
cms_synthetic,office based,office visit radiology,202302,1
cms_synthetic,office based,office visit radiology,202303,1
cms_synthetic,office based,telehealth,201703,1
cms_synthetic,office based,telehealth,202005,1
cms_synthetic,office based,telehealth,202102,3
cms_synthetic,office based,telehealth,202103,1
cms_synthetic,office based,telehealth,202109,1
cms_synthetic,office based,telehealth,202111,2
cms_synthetic,office based,telehealth,202112,2
cms_synthetic,office based,telehealth,202201,2
cms_synthetic,office based,telehealth,202202,3
cms_synthetic,office based,telehealth,202203,3
cms_synthetic,office based,telehealth,202204,3
cms_synthetic,office based,telehealth,202205,5
cms_synthetic,office based,telehealth,202210,2
cms_synthetic,office based,telehealth,202211,6
cms_synthetic,office based,telehealth,202212,3
cms_synthetic,office based,telehealth,202301,1
cms_synthetic,office based,telehealth,202302,4
cms_synthetic,other,dme - orphaned,201503,7
cms_synthetic,other,dme - orphaned,201504,2
cms_synthetic,other,dme - orphaned,201505,4
cms_synthetic,other,dme - orphaned,201506,6
cms_synthetic,other,dme - orphaned,201507,1
cms_synthetic,other,dme - orphaned,201508,7
cms_synthetic,other,dme - orphaned,201509,6
cms_synthetic,other,dme - orphaned,201510,5
cms_synthetic,other,dme - orphaned,201511,7
cms_synthetic,other,dme - orphaned,201512,3
cms_synthetic,other,dme - orphaned,201601,8
cms_synthetic,other,dme - orphaned,201602,3
cms_synthetic,other,dme - orphaned,201603,6
cms_synthetic,other,dme - orphaned,201604,10
cms_synthetic,other,dme - orphaned,201605,3
cms_synthetic,other,dme - orphaned,201606,5
cms_synthetic,other,dme - orphaned,201607,7
cms_synthetic,other,dme - orphaned,201608,8
cms_synthetic,other,dme - orphaned,201609,6
cms_synthetic,other,dme - orphaned,201610,7
cms_synthetic,other,dme - orphaned,201611,5
cms_synthetic,other,dme - orphaned,201612,4
cms_synthetic,other,dme - orphaned,201701,4
cms_synthetic,other,dme - orphaned,201702,8
cms_synthetic,other,dme - orphaned,201703,8
cms_synthetic,other,dme - orphaned,201704,2
cms_synthetic,other,dme - orphaned,201705,3
cms_synthetic,other,dme - orphaned,201706,4
cms_synthetic,other,dme - orphaned,201707,3
cms_synthetic,other,dme - orphaned,201708,7
cms_synthetic,other,dme - orphaned,201709,4
cms_synthetic,other,dme - orphaned,201710,5
cms_synthetic,other,dme - orphaned,201711,6
cms_synthetic,other,dme - orphaned,201712,6
cms_synthetic,other,dme - orphaned,201801,3
cms_synthetic,other,dme - orphaned,201802,7
cms_synthetic,other,dme - orphaned,201803,6
cms_synthetic,other,dme - orphaned,201804,8
cms_synthetic,other,dme - orphaned,201805,7
cms_synthetic,other,dme - orphaned,201806,5
cms_synthetic,other,dme - orphaned,201807,9
cms_synthetic,other,dme - orphaned,201808,11
cms_synthetic,other,dme - orphaned,201809,11
cms_synthetic,other,dme - orphaned,201810,5
cms_synthetic,other,dme - orphaned,201811,8
cms_synthetic,other,dme - orphaned,201812,10
cms_synthetic,other,dme - orphaned,201901,7
cms_synthetic,other,dme - orphaned,201902,3
cms_synthetic,other,dme - orphaned,201903,11
cms_synthetic,other,dme - orphaned,201904,2
cms_synthetic,other,dme - orphaned,201905,7
cms_synthetic,other,dme - orphaned,201906,4
cms_synthetic,other,dme - orphaned,201907,12
cms_synthetic,other,dme - orphaned,201908,7
cms_synthetic,other,dme - orphaned,201909,7
cms_synthetic,other,dme - orphaned,201910,9
cms_synthetic,other,dme - orphaned,201911,8
cms_synthetic,other,dme - orphaned,201912,3
cms_synthetic,other,dme - orphaned,202001,6
cms_synthetic,other,dme - orphaned,202002,5
cms_synthetic,other,dme - orphaned,202003,8
cms_synthetic,other,dme - orphaned,202004,2
cms_synthetic,other,dme - orphaned,202005,7
cms_synthetic,other,dme - orphaned,202006,6
cms_synthetic,other,dme - orphaned,202007,6
cms_synthetic,other,dme - orphaned,202008,7
cms_synthetic,other,dme - orphaned,202009,6
cms_synthetic,other,dme - orphaned,202010,6
cms_synthetic,other,dme - orphaned,202011,7
cms_synthetic,other,dme - orphaned,202012,6
cms_synthetic,other,dme - orphaned,202101,8
cms_synthetic,other,dme - orphaned,202102,3
cms_synthetic,other,dme - orphaned,202103,5
cms_synthetic,other,dme - orphaned,202104,7
cms_synthetic,other,dme - orphaned,202105,8
cms_synthetic,other,dme - orphaned,202106,9
cms_synthetic,other,dme - orphaned,202107,7
cms_synthetic,other,dme - orphaned,202108,7
cms_synthetic,other,dme - orphaned,202109,8
cms_synthetic,other,dme - orphaned,202110,12
cms_synthetic,other,dme - orphaned,202111,8
cms_synthetic,other,dme - orphaned,202112,7
cms_synthetic,other,dme - orphaned,202201,7
cms_synthetic,other,dme - orphaned,202202,12
cms_synthetic,other,dme - orphaned,202203,4
cms_synthetic,other,dme - orphaned,202204,6
cms_synthetic,other,dme - orphaned,202205,9
cms_synthetic,other,dme - orphaned,202206,4
cms_synthetic,other,dme - orphaned,202207,8
cms_synthetic,other,dme - orphaned,202208,6
cms_synthetic,other,dme - orphaned,202209,7
cms_synthetic,other,dme - orphaned,202210,6
cms_synthetic,other,dme - orphaned,202211,3
cms_synthetic,other,dme - orphaned,202212,14
cms_synthetic,other,dme - orphaned,202301,5
cms_synthetic,other,dme - orphaned,202302,9
cms_synthetic,other,lab - orphaned,201503,1
cms_synthetic,other,lab - orphaned,201504,7
cms_synthetic,other,lab - orphaned,201505,4
cms_synthetic,other,lab - orphaned,201506,9
cms_synthetic,other,lab - orphaned,201507,4
cms_synthetic,other,lab - orphaned,201508,2
cms_synthetic,other,lab - orphaned,201509,2
cms_synthetic,other,lab - orphaned,201510,5
cms_synthetic,other,lab - orphaned,201511,4
cms_synthetic,other,lab - orphaned,201512,4
cms_synthetic,other,lab - orphaned,201601,3
cms_synthetic,other,lab - orphaned,201602,4
cms_synthetic,other,lab - orphaned,201603,10
cms_synthetic,other,lab - orphaned,201604,3
cms_synthetic,other,lab - orphaned,201605,4
cms_synthetic,other,lab - orphaned,201606,10
cms_synthetic,other,lab - orphaned,201607,9
cms_synthetic,other,lab - orphaned,201608,7
cms_synthetic,other,lab - orphaned,201609,5
cms_synthetic,other,lab - orphaned,201610,4
cms_synthetic,other,lab - orphaned,201611,8
cms_synthetic,other,lab - orphaned,201612,3
cms_synthetic,other,lab - orphaned,201701,5
cms_synthetic,other,lab - orphaned,201702,6
cms_synthetic,other,lab - orphaned,201703,5
cms_synthetic,other,lab - orphaned,201704,5
cms_synthetic,other,lab - orphaned,201705,6
cms_synthetic,other,lab - orphaned,201706,3
cms_synthetic,other,lab - orphaned,201707,1
cms_synthetic,other,lab - orphaned,201708,8
cms_synthetic,other,lab - orphaned,201709,5
cms_synthetic,other,lab - orphaned,201710,6
cms_synthetic,other,lab - orphaned,201711,5
cms_synthetic,other,lab - orphaned,201712,5
cms_synthetic,other,lab - orphaned,201801,7
cms_synthetic,other,lab - orphaned,201802,2
cms_synthetic,other,lab - orphaned,201803,7
cms_synthetic,other,lab - orphaned,201804,2
cms_synthetic,other,lab - orphaned,201805,7
cms_synthetic,other,lab - orphaned,201806,3
cms_synthetic,other,lab - orphaned,201807,7
cms_synthetic,other,lab - orphaned,201808,6
cms_synthetic,other,lab - orphaned,201809,2
cms_synthetic,other,lab - orphaned,201810,3
cms_synthetic,other,lab - orphaned,201811,7
cms_synthetic,other,lab - orphaned,201812,4
cms_synthetic,other,lab - orphaned,201901,6
cms_synthetic,other,lab - orphaned,201902,5
cms_synthetic,other,lab - orphaned,201903,3
cms_synthetic,other,lab - orphaned,201904,4
cms_synthetic,other,lab - orphaned,201905,4
cms_synthetic,other,lab - orphaned,201906,6
cms_synthetic,other,lab - orphaned,201907,3
cms_synthetic,other,lab - orphaned,201908,3
cms_synthetic,other,lab - orphaned,201909,6
cms_synthetic,other,lab - orphaned,201910,5
cms_synthetic,other,lab - orphaned,201911,5
cms_synthetic,other,lab - orphaned,201912,6
cms_synthetic,other,lab - orphaned,202001,7
cms_synthetic,other,lab - orphaned,202002,4
cms_synthetic,other,lab - orphaned,202003,9
cms_synthetic,other,lab - orphaned,202004,5
cms_synthetic,other,lab - orphaned,202005,5
cms_synthetic,other,lab - orphaned,202006,8
cms_synthetic,other,lab - orphaned,202007,9
cms_synthetic,other,lab - orphaned,202008,5
cms_synthetic,other,lab - orphaned,202009,7
cms_synthetic,other,lab - orphaned,202010,3
cms_synthetic,other,lab - orphaned,202011,6
cms_synthetic,other,lab - orphaned,202012,10
cms_synthetic,other,lab - orphaned,202101,7
cms_synthetic,other,lab - orphaned,202102,8
cms_synthetic,other,lab - orphaned,202103,8
cms_synthetic,other,lab - orphaned,202104,9
cms_synthetic,other,lab - orphaned,202105,6
cms_synthetic,other,lab - orphaned,202106,7
cms_synthetic,other,lab - orphaned,202107,5
cms_synthetic,other,lab - orphaned,202108,7
cms_synthetic,other,lab - orphaned,202109,7
cms_synthetic,other,lab - orphaned,202110,7
cms_synthetic,other,lab - orphaned,202111,10
cms_synthetic,other,lab - orphaned,202112,5
cms_synthetic,other,lab - orphaned,202201,3
cms_synthetic,other,lab - orphaned,202202,9
cms_synthetic,other,lab - orphaned,202203,7
cms_synthetic,other,lab - orphaned,202204,11
cms_synthetic,other,lab - orphaned,202205,4
cms_synthetic,other,lab - orphaned,202206,10
cms_synthetic,other,lab - orphaned,202207,9
cms_synthetic,other,lab - orphaned,202208,5
cms_synthetic,other,lab - orphaned,202209,4
cms_synthetic,other,lab - orphaned,202210,8
cms_synthetic,other,lab - orphaned,202211,3
cms_synthetic,other,lab - orphaned,202212,6
cms_synthetic,other,lab - orphaned,202301,8
cms_synthetic,other,lab - orphaned,202302,6
cms_synthetic,other,orphaned claim,201503,2
cms_synthetic,other,orphaned claim,201504,4
cms_synthetic,other,orphaned claim,201505,7
cms_synthetic,other,orphaned claim,201506,7
cms_synthetic,other,orphaned claim,201507,9
cms_synthetic,other,orphaned claim,201508,6
cms_synthetic,other,orphaned claim,201509,5
cms_synthetic,other,orphaned claim,201510,2
cms_synthetic,other,orphaned claim,201511,11
cms_synthetic,other,orphaned claim,201512,4
cms_synthetic,other,orphaned claim,201601,2
cms_synthetic,other,orphaned claim,201602,6
cms_synthetic,other,orphaned claim,201603,4
cms_synthetic,other,orphaned claim,201604,4
cms_synthetic,other,orphaned claim,201605,6
cms_synthetic,other,orphaned claim,201606,7
cms_synthetic,other,orphaned claim,201607,10
cms_synthetic,other,orphaned claim,201608,6
cms_synthetic,other,orphaned claim,201609,6
cms_synthetic,other,orphaned claim,201610,3
cms_synthetic,other,orphaned claim,201611,14
cms_synthetic,other,orphaned claim,201612,2
cms_synthetic,other,orphaned claim,201701,2
cms_synthetic,other,orphaned claim,201702,8
cms_synthetic,other,orphaned claim,201703,7
cms_synthetic,other,orphaned claim,201704,2
cms_synthetic,other,orphaned claim,201705,7
cms_synthetic,other,orphaned claim,201706,5
cms_synthetic,other,orphaned claim,201707,9
cms_synthetic,other,orphaned claim,201708,7
cms_synthetic,other,orphaned claim,201709,6
cms_synthetic,other,orphaned claim,201711,13
cms_synthetic,other,orphaned claim,201712,1
cms_synthetic,other,orphaned claim,201801,4
cms_synthetic,other,orphaned claim,201802,5
cms_synthetic,other,orphaned claim,201803,7
cms_synthetic,other,orphaned claim,201804,3
cms_synthetic,other,orphaned claim,201805,7
cms_synthetic,other,orphaned claim,201806,5
cms_synthetic,other,orphaned claim,201807,6
cms_synthetic,other,orphaned claim,201808,9
cms_synthetic,other,orphaned claim,201809,8
cms_synthetic,other,orphaned claim,201811,9
cms_synthetic,other,orphaned claim,201812,5
cms_synthetic,other,orphaned claim,201901,4
cms_synthetic,other,orphaned claim,201902,5
cms_synthetic,other,orphaned claim,201903,7
cms_synthetic,other,orphaned claim,201904,3
cms_synthetic,other,orphaned claim,201905,7
cms_synthetic,other,orphaned claim,201906,5
cms_synthetic,other,orphaned claim,201907,5
cms_synthetic,other,orphaned claim,201908,9
cms_synthetic,other,orphaned claim,201909,5
cms_synthetic,other,orphaned claim,201910,5
cms_synthetic,other,orphaned claim,201911,9
cms_synthetic,other,orphaned claim,201912,10
cms_synthetic,other,orphaned claim,202001,5
cms_synthetic,other,orphaned claim,202002,4
cms_synthetic,other,orphaned claim,202003,4
cms_synthetic,other,orphaned claim,202004,6
cms_synthetic,other,orphaned claim,202005,5
cms_synthetic,other,orphaned claim,202006,7
cms_synthetic,other,orphaned claim,202007,9
cms_synthetic,other,orphaned claim,202008,7
cms_synthetic,other,orphaned claim,202009,5
cms_synthetic,other,orphaned claim,202010,9
cms_synthetic,other,orphaned claim,202011,4
cms_synthetic,other,orphaned claim,202012,11
cms_synthetic,other,orphaned claim,202101,4
cms_synthetic,other,orphaned claim,202102,3
cms_synthetic,other,orphaned claim,202103,6
cms_synthetic,other,orphaned claim,202104,5
cms_synthetic,other,orphaned claim,202105,3
cms_synthetic,other,orphaned claim,202106,10
cms_synthetic,other,orphaned claim,202107,10
cms_synthetic,other,orphaned claim,202108,9
cms_synthetic,other,orphaned claim,202109,6
cms_synthetic,other,orphaned claim,202110,7
cms_synthetic,other,orphaned claim,202111,3
cms_synthetic,other,orphaned claim,202112,13
cms_synthetic,other,orphaned claim,202201,7
cms_synthetic,other,orphaned claim,202202,1
cms_synthetic,other,orphaned claim,202203,7
cms_synthetic,other,orphaned claim,202204,7
cms_synthetic,other,orphaned claim,202205,3
cms_synthetic,other,orphaned claim,202206,12
cms_synthetic,other,orphaned claim,202207,12
cms_synthetic,other,orphaned claim,202208,15
cms_synthetic,other,orphaned claim,202209,9
cms_synthetic,other,orphaned claim,202210,12
cms_synthetic,other,orphaned claim,202211,4
cms_synthetic,other,orphaned claim,202212,15
cms_synthetic,other,orphaned claim,202301,8
cms_synthetic,other,orphaned claim,202302,4
cms_synthetic,outpatient,ambulatory surgery center,201503,45
cms_synthetic,outpatient,ambulatory surgery center,201504,56
cms_synthetic,outpatient,ambulatory surgery center,201505,57
cms_synthetic,outpatient,ambulatory surgery center,201506,59
cms_synthetic,outpatient,ambulatory surgery center,201507,76
cms_synthetic,outpatient,ambulatory surgery center,201508,68
cms_synthetic,outpatient,ambulatory surgery center,201509,69
cms_synthetic,outpatient,ambulatory surgery center,201510,75
cms_synthetic,outpatient,ambulatory surgery center,201511,69
cms_synthetic,outpatient,ambulatory surgery center,201512,67
cms_synthetic,outpatient,ambulatory surgery center,201601,70
cms_synthetic,outpatient,ambulatory surgery center,201602,63
cms_synthetic,outpatient,ambulatory surgery center,201603,71
cms_synthetic,outpatient,ambulatory surgery center,201604,68
cms_synthetic,outpatient,ambulatory surgery center,201605,63
cms_synthetic,outpatient,ambulatory surgery center,201606,60
cms_synthetic,outpatient,ambulatory surgery center,201607,66
cms_synthetic,outpatient,ambulatory surgery center,201608,67
cms_synthetic,outpatient,ambulatory surgery center,201609,69
cms_synthetic,outpatient,ambulatory surgery center,201610,72
cms_synthetic,outpatient,ambulatory surgery center,201611,63
cms_synthetic,outpatient,ambulatory surgery center,201612,63
cms_synthetic,outpatient,ambulatory surgery center,201701,64
cms_synthetic,outpatient,ambulatory surgery center,201702,56
cms_synthetic,outpatient,ambulatory surgery center,201703,71
cms_synthetic,outpatient,ambulatory surgery center,201704,70
cms_synthetic,outpatient,ambulatory surgery center,201705,72
cms_synthetic,outpatient,ambulatory surgery center,201706,49
cms_synthetic,outpatient,ambulatory surgery center,201707,61
cms_synthetic,outpatient,ambulatory surgery center,201708,73
cms_synthetic,outpatient,ambulatory surgery center,201709,69
cms_synthetic,outpatient,ambulatory surgery center,201710,70
cms_synthetic,outpatient,ambulatory surgery center,201711,70
cms_synthetic,outpatient,ambulatory surgery center,201712,70
cms_synthetic,outpatient,ambulatory surgery center,201801,59
cms_synthetic,outpatient,ambulatory surgery center,201802,59
cms_synthetic,outpatient,ambulatory surgery center,201803,73
cms_synthetic,outpatient,ambulatory surgery center,201804,78
cms_synthetic,outpatient,ambulatory surgery center,201805,68
cms_synthetic,outpatient,ambulatory surgery center,201806,73
cms_synthetic,outpatient,ambulatory surgery center,201807,69
cms_synthetic,outpatient,ambulatory surgery center,201808,71
cms_synthetic,outpatient,ambulatory surgery center,201809,71
cms_synthetic,outpatient,ambulatory surgery center,201810,71
cms_synthetic,outpatient,ambulatory surgery center,201811,63
cms_synthetic,outpatient,ambulatory surgery center,201812,80
cms_synthetic,outpatient,ambulatory surgery center,201901,77
cms_synthetic,outpatient,ambulatory surgery center,201902,70
cms_synthetic,outpatient,ambulatory surgery center,201903,88
cms_synthetic,outpatient,ambulatory surgery center,201904,68
cms_synthetic,outpatient,ambulatory surgery center,201905,61
cms_synthetic,outpatient,ambulatory surgery center,201906,74
cms_synthetic,outpatient,ambulatory surgery center,201907,65
cms_synthetic,outpatient,ambulatory surgery center,201908,58
cms_synthetic,outpatient,ambulatory surgery center,201909,83
cms_synthetic,outpatient,ambulatory surgery center,201910,97
cms_synthetic,outpatient,ambulatory surgery center,201911,84
cms_synthetic,outpatient,ambulatory surgery center,201912,88
cms_synthetic,outpatient,ambulatory surgery center,202001,89
cms_synthetic,outpatient,ambulatory surgery center,202002,86
cms_synthetic,outpatient,ambulatory surgery center,202003,102
cms_synthetic,outpatient,ambulatory surgery center,202004,89
cms_synthetic,outpatient,ambulatory surgery center,202005,80
cms_synthetic,outpatient,ambulatory surgery center,202006,95
cms_synthetic,outpatient,ambulatory surgery center,202007,92
cms_synthetic,outpatient,ambulatory surgery center,202008,86
cms_synthetic,outpatient,ambulatory surgery center,202009,91
cms_synthetic,outpatient,ambulatory surgery center,202010,93
cms_synthetic,outpatient,ambulatory surgery center,202011,97
cms_synthetic,outpatient,ambulatory surgery center,202012,80
cms_synthetic,outpatient,ambulatory surgery center,202101,106
cms_synthetic,outpatient,ambulatory surgery center,202102,160
cms_synthetic,outpatient,ambulatory surgery center,202103,173
cms_synthetic,outpatient,ambulatory surgery center,202104,153
cms_synthetic,outpatient,ambulatory surgery center,202105,137
cms_synthetic,outpatient,ambulatory surgery center,202106,110
cms_synthetic,outpatient,ambulatory surgery center,202107,116
cms_synthetic,outpatient,ambulatory surgery center,202108,102
cms_synthetic,outpatient,ambulatory surgery center,202109,102
cms_synthetic,outpatient,ambulatory surgery center,202110,134
cms_synthetic,outpatient,ambulatory surgery center,202111,109
cms_synthetic,outpatient,ambulatory surgery center,202112,106
cms_synthetic,outpatient,ambulatory surgery center,202201,119
cms_synthetic,outpatient,ambulatory surgery center,202202,108
cms_synthetic,outpatient,ambulatory surgery center,202203,128
cms_synthetic,outpatient,ambulatory surgery center,202204,119
cms_synthetic,outpatient,ambulatory surgery center,202205,127
cms_synthetic,outpatient,ambulatory surgery center,202206,118
cms_synthetic,outpatient,ambulatory surgery center,202207,116
cms_synthetic,outpatient,ambulatory surgery center,202208,103
cms_synthetic,outpatient,ambulatory surgery center,202209,116
cms_synthetic,outpatient,ambulatory surgery center,202210,133
cms_synthetic,outpatient,ambulatory surgery center,202211,139
cms_synthetic,outpatient,ambulatory surgery center,202212,123
cms_synthetic,outpatient,ambulatory surgery center,202301,124
cms_synthetic,outpatient,ambulatory surgery center,202302,115
cms_synthetic,outpatient,ambulatory surgery center,202303,4
cms_synthetic,outpatient,dialysis,201503,1172
